,rank,shortName,playerName,team,position,speedMPH,yards,playType,touchdown,penalty,season,seasonType,week,gameId,playId,quarter,time,desc
116,17,L.Whitehead,Lucky Whitehead,DAL,WR,20.6,26,rush,0,0,2016,REG,6,2016101610,2034,2,00:45,(:45) L.Whitehead left end pushed ob at DAL 38 for 26 yards (H.Clinton-Dix).
117,18,J.Matthews,Jordan Matthews,PHI,WR,20.58,54,reception,0,0,2016,REG,6,2016101608,2966,4,14:55,(14:55) (Shotgun) C.Wentz pass deep right to J.Matthews to WAS 26 for 54 yards (W.Blackmon).
118,19,T.Ginn,Ted Ginn,CAR,WR,20.52,35,kickoff ret,0,0,2016,REG,6,2016101605,974,1,,W.Lutz kicks 64 yards from NO 35 to CAR 1. T.Ginn pushed ob at CAR 36 for 35 yards (M.Mauti).
119,20,T.Smith,Torrey Smith,SF,WR,20.41,53,reception,1,0,2016,REG,6,2016101600,1138,2,14:07,"(14:07) (No Huddle, Shotgun) C.Kaepernick pass deep right to T.Smith for 53 yards, TOUCHDOWN. Caught near sideline at BUF 25, crossed to middle after catch."
120,1,J.Holton,Johnny Holton,OAK,WR,22.23,29,rush,0,0,2016,REG,7,2016102303,1353,2,12:38,(12:38) J.Holton left end pushed ob at JAX 46 for 29 yards (J.Cyprien).
121,2,A.Green,A.J. Green,CIN,WR,21.4,48,reception,0,0,2016,REG,7,2016102301,2556,3,07:35,(7:35) (Shotgun) A.Dalton pass deep right to A.Green to CLE 36 for 48 yards (B.Boddy-Calhoun).
122,3,Q.Enunwa,Quincy Enunwa,NYJ,WR,21.33,69,reception,1,0,2016,REG,7,2016102306,873,1,01:24,"(1:24) (Shotgun) G.Smith pass short middle to Q.Enunwa for 69 yards, TOUCHDOWN."
123,4,J.Huff,Josh Huff,PHI,WR,21.21,98,kickoff ret,1,0,2016,REG,7,2016102307,1514,2,,"B.Walsh kicks 63 yards from MIN 35 to PHI 2. J.Huff for 98 yards, TOUCHDOWN."
124,5,M.Jones,Marvin Jones,DET,WR,21.17,52,reception,0,0,2016,REG,7,2016102302,2044,3,08:49,"(8:49) C.Lucas reported in as eligible.  M.Stafford pass deep middle to M.Jones to WAS 14 for 52 yards (J.Norman). WAS-J.Norman was injured during the play. He is Out.  Penalty on WAS-J.Norman, Defensive Pass Interference, declined."
125,6,M.Wallace,Mike Wallace,BAL,WR,21.03,53,reception,0,0,2016,REG,7,2016102306,585,1,06:30,(6:30) J.Flacco pass deep middle to M.Wallace to NYJ 37 for 53 yards (B.Skrine).
126,7,M.Goodwin,Marquise Goodwin,BUF,WR,20.99,67,reception,1,0,2016,REG,7,2016102305,2446,3,06:00,"(6:00) (Shotgun) T.Taylor pass deep right to M.Goodwin for 67 yards, TOUCHDOWN [N.Suh]."
127,8,C.Ivory,Chris Ivory,JAX,RB,20.99,42,rush,0,0,2016,REG,7,2016102303,1214,2,14:41,(14:41) C.Ivory up the middle pushed ob at OAK 8 for 42 yards (R.Nelson).
128,9,T.Hill,Tyreek Hill,KC,WR,20.95,38,reception,1,0,2016,REG,7,2016102304,1348,2,07:09,"(7:09) (Shotgun) A.Smith pass deep left to T.Hill for 38 yards, TOUCHDOWN."
129,10,T.Williams,Tyrell Williams,LAC,WR,20.84,49,reception,0,0,2016,REG,7,2016102309,145,1,12:17,(12:17) P.Rivers pass deep right to Ty.Williams pushed ob at ATL 10 for 49 yards (R.Allen).
130,11,T.Hill,Tyreek Hill,KC,WR,20.76,18,rush,0,0,2016,REG,7,2016102304,594,1,05:01,(5:01) T.Hill left end to NO 46 for 18 yards (N.Stupar).
131,12,P.Barber,Peyton Barber,TB,RB,20.76,44,rush,1,0,2016,REG,7,2016102310,4028,4,04:51,"(4:51) G.Cherilus reported in as eligible.  P.Barber left guard for 44 yards, TOUCHDOWN."
132,13,J.Jones,Julio Jones,ATL,WR,20.68,50,reception,0,0,2016,REG,7,2016102309,1099,2,11:41,(11:41) M.Ryan pass deep right to J.Jones to SD 14 for 50 yards (D.Lowery).
133,14,C.Kaepernick,Colin Kaepernick,SF,QB,20.66,8,rush,0,0,2016,REG,7,2016102310,3701,4,11:04,(11:04) (Shotgun) C.Kaepernick scrambles right end pushed ob at TB 34 for 8 yards (J.Adjei-Barimah).
134,15,M.Gilchrist,Marcus Gilchrist,NYJ,FS,20.52,25,int,0,0,2016,REG,7,2016102306,2647,3,04:11,(4:11) (Shotgun) J.Flacco pass deep middle intended for B.Perriman INTERCEPTED by M.Gilchrist at BAL 49. M.Gilchrist ran ob at BAL 24 for 25 yards.
135,16,T.Hill,Tyreek Hill,KC,WR,20.48,5,rush,0,1,2016,REG,7,2016102304,3771,4,02:26,"(2:26) T.Hill right end pushed ob at NO 44 for 5 yards (V.Bell; N.Stupar). PENALTY on NO-N.Fairley, Unnecessary Roughness, 15 yards, enforced at NO 44."
136,17,A.Brown,Antonio Brown,PIT,WR,20.43,13,rush,0,0,2016,REG,7,2016102311,2357,3,12:54,(12:54) (Shotgun) A.Brown left end ran ob at PIT 44 for 13 yards.
137,18,T.Coleman,Tevin Coleman,ATL,RB,20.35,30,rush,1,0,2016,REG,7,2016102309,1452,2,06:15,"(6:15) T.Coleman right tackle for 30 yards, TOUCHDOWN."
138,19,B.Skrine,Buster Skrine,NYJ,CB,20.25,51,int,0,0,2016,REG,7,2016102306,2453,3,07:16,(7:16) J.Flacco pass short left intended for B.Perriman INTERCEPTED by B.Skrine at NYJ 46. B.Skrine pushed ob at BAL 3 for 51 yards (R.Jensen).
139,20,J.Hill,Jeremy Hill,CIN,RB,20.17,74,rush,1,0,2016,REG,7,2016102301,2359,3,09:59,"(9:59) J.Hill right tackle for 74 yards, TOUCHDOWN."
140,1,T.Hill,Tyreek Hill,KC,WR,21.91,49,reception,0,0,2016,REG,8,2016103005,932,1,01:26,(1:26) (Run formation) N.Foles pass deep middle to T.Hill to IND 31 for 49 yards (T.Green).
141,2,T.Gabriel,Taylor Gabriel,ATL,WR,21.5,47,reception,1,0,2016,REG,8,2016103001,591,1,04:36,"(4:36) M.Ryan pass deep middle to T.Gabriel for 47 yards, TOUCHDOWN."
142,3,B.Roby,Bradley Roby,DEN,FS,21.44,51,int,1,0,2016,REG,8,2016103008,,2,09:22,"(9:22) (Shotgun) P.Rivers pass short middle intended for Ty.Williams INTERCEPTED by B.Roby at DEN 49. B.Roby for 51 yards, TOUCHDOWN. Coach Wade Phillips hurt on the play.  Game was delayed."
143,4,J.Taylor,Jordan Taylor,DEN,WR,21.17,35,reception,0,0,2016,REG,8,2016103008,101,1,14:09,(14:09) (Shotgun) T.Siemian pass short middle to J.Taylor pushed ob at SD 37 for 35 yards (A.Phillips) [J.Bosa].
144,5,J.Howard,Jordan Howard,CHI,RB,20.76,69,rush,0,0,2016,REG,8,2016103100,302,1,10:55,(10:55) (Shotgun) J.Howard left tackle pushed ob at MIN 13 for 69 yards (X.Rhodes).
145,6,J.Nelson,Jordy Nelson,GB,WR,20.7,58,reception,0,0,2016,REG,8,2016103001,435,1,07:37,(7:37) (Shotgun) A.Rodgers pass deep right to J.Nelson pushed ob at ATL 7 for 58 yards (R.Allen) [G.Jarrett].
146,7,C.Jones,Chris Jones,DAL,P,20.68,30,rush,0,0,2016,REG,8,2016103010,2828,3,04:55,(4:55) (Punt formation) C.Jones left end to PHI 43 for 30 yards (D.Sproles). Fake punt run around left end.
147,8,D.Freeman,Devonta Freeman,ATL,RB,20.62,17,rush,0,0,2016,REG,8,2016103001,237,1,11:47,(11:47) D.Freeman left end pushed ob at GB 25 for 17 yards (B.Martinez).
148,9,J.Marshall,Jalin Marshall,NYJ,WR,20.56,15,punt ret,0,0,2016,REG,8,2016103003,1282,2,11:53,"(11:53) (Punt formation) B.Colquitt punts 52 yards to NYJ 19, Center-C.Hughlett. J.Marshall pushed ob at NYJ 34 for 15 yards (G.Atkinson III)."
149,10,R.Bush,Reggie Bush,BUF,RB,20.56,35,kickoff ret,0,0,2016,REG,8,2016103002,3692,3,,S.Gostkowski kicks 60 yards from NE 35 to BUF 5. R.Bush pushed ob at BUF 40 for 35 yards (D.McCourty).
150,11,K.Wright,Kendall Wright,TEN,WR,20.39,36,reception,1,0,2016,REG,8,2016102700,875,2,15:00,"(15:00) M.Mariota pass deep right to K.Wright for 36 yards, TOUCHDOWN."
151,12,D.Walker,Delanie Walker,TEN,TE,20.37,3,rush,0,0,2016,REG,8,2016102700,1392,2,08:52,(8:52) (Shotgun) D.Walker right end pushed ob at TEN 41 for 3 yards (T.Smith).
152,13,T.Pryor,Terrelle Pryor,CLE,WR,20.25,35,reception,0,0,2016,REG,8,2016103003,573,1,06:53,(6:53) J.McCown pass deep middle to T.Pryor Sr. to NYJ 47 for 35 yards (D.Revis).
153,14,A.Green,A.J. Green,CIN,WR,20.19,40,reception,0,0,2016,REG,8,2016103000,3567,4,08:04,"(8:04) (No Huddle) A.Dalton pass deep left to A.Green to WAS 7 for 40 yards (J.Norman). Penalty on WAS-J.Norman, Defensive Pass Interference, declined."
154,15,Q.Enunwa,Quincy Enunwa,NYJ,WR,20.11,57,reception,0,0,2016,REG,8,2016103003,2871,3,03:49,(3:49) R.Fitzpatrick pass deep middle to Q.Enunwa to CLE 13 for 57 yards (J.Taylor).
155,16,T.Hill,Tyreek Hill,KC,WR,20.09,28,punt ret,0,0,2016,REG,8,2016103005,3282,4,13:22,"(13:22) P.McAfee punts 58 yards to KC 22, Center-M.Overton. T.Hill pushed ob at 50 for 28 yards (J.Doyle)."
156,17,A.Roberts,Andre Roberts,DET,WR,20.09,20,kickoff ret,0,1,2016,REG,8,2016103004,908,2,,"N.Novak kicks 61 yards from HOU 35 to DET 4. A.Roberts pushed ob at HOU 40 for 56 yards (A.Hal). PENALTY on DET-A.Williams, Offensive Holding, 10 yards, enforced at DET 24."
157,18,D.Murray,DeMarco Murray,TEN,RB,19.72,19,rush,0,0,2016,REG,8,2016102700,1879,2,01:59,(1:59) D.Murray left end ran ob at TEN 22 for 19 yards (P.Amukamara).
158,19,A.Rodgers,Aaron Rodgers,GB,QB,19.72,23,rush,0,0,2016,REG,8,2016103001,1906,2,00:27,(:27) (Shotgun) A.Rodgers scrambles right end ran ob at GB 48 for 23 yards (R.Allen).
159,20,C.Newton,Cam Newton,CAR,QB,19.7,19,rush,0,0,2016,REG,8,2016103009,748,1,04:08,(4:08) (Shotgun) C.Newton up the middle pushed ob at ARI 11 for 19 yards (P.Peterson).
160,1,M.Gordon,Melvin Gordon,LAC,RB,21.95,43,rush,0,0,2016,REG,9,2016110610,932,2,15:00,(15:00) M.Gordon up the middle pushed ob at TEN 6 for 43 yards (K.Byard).
161,2,J.Todman,Jordan Todman,IND,RB,21.4,99,kickoff ret,1,0,2016,REG,9,2016110609,36,1,,"M.Crosby kicks 64 yards from GB 35 to IND 1. J.Todman for 99 yards, TOUCHDOWN."
162,3,M.Ingram,Mark Ingram,NO,RB,21.31,75,rush,1,0,2016,REG,9,2016110608,1784,2,05:56,"(5:56) M.Ingram right tackle for 75 yards, TOUCHDOWN."
163,4,R.Hillman,Ronnie Hillman,MIN,RB,21.27,32,reception,0,0,2016,REG,9,2016110605,3014,4,10:30,(10:30) S.Bradford pass short right to R.Hillman pushed ob at DET 14 for 32 yards (J.Bademosi).
164,5,B.Treggs,Bryce Treggs,PHI,WR,21.25,58,reception,0,0,2016,REG,9,2016110606,1055,2,13:44,(13:44) C.Wentz pass deep middle to B.Treggs to NYG 12 for 58 yards (N.Berhe).
165,6,T.Hill,Tyreek Hill,KC,WR,21.19,16,rush,0,0,2016,REG,9,2016110603,658,1,04:35,(4:35) T.Hill left end pushed ob at KC 27 for 16 yards (T.Smith).
166,7,M.Gordon,Melvin Gordon,LAC,RB,20.97,35,reception,0,0,2016,REG,9,2016110610,3715,4,08:20,(8:20) (Shotgun) P.Rivers pass short left to M.Gordon pushed ob at TEN 27 for 35 yards (D.Stafford).
167,8,M.Forte,Matt Forte,NYJ,RB,20.95,31,rush,1,0,2016,REG,9,2016110604,860,1,00:42,"(:42) D.Dozier reported in as eligible.  M.Forte left tackle for 31 yards, TOUCHDOWN."
168,9,M.Wallace,Mike Wallace,BAL,WR,20.9,95,reception,1,0,2016,REG,9,2016110601,812,1,01:21,"(1:21) (No Huddle, Shotgun) J.Flacco pass short middle to M.Wallace for 95 yards, TOUCHDOWN. Flacco's 95-yard TD pass to Wallace is the longest pass play in Ravens history."
169,10,L.Murray,Latavius Murray,OAK,RB,20.9,42,rush,0,0,2016,REG,9,2016110600,1892,2,02:00,(2:00) D.Kirkland reported in as eligible.  L.Murray left guard ran ob at DEN 24 for 42 yards (T.Ward).
170,11,A.Wilson,Albert Wilson,KC,WR,20.62,-5,rush,0,0,2016,REG,9,2016110603,1325,2,12:00,(12:00) A.Wilson left end ran ob at JAX 18 for -5 yards.
171,12,V.McDonald,Vance McDonald,SF,TE,20.6,65,reception,1,0,2016,REG,9,2016110608,2261,2,01:16,"(1:16) (Shotgun) C.Kaepernick pass short right to V.McDonald for 65 yards, TOUCHDOWN. Caught at SF 39.   61-yds  YAC"
172,13,D.Freeman,Devonta Freeman,ATL,RB,20.45,20,rush,0,0,2016,REG,9,2016110300,1160,2,15:00,(15:00) D.Freeman left end pushed ob at TB 26 for 20 yards (C.Conte).
173,14,J.Grant,Jakeem Grant,MIA,WR,20.39,3,punt ret,0,1,2016,REG,9,2016110604,1810,2,01:37,"(1:37) (Punt formation) L.Edwards punts 44 yards to MIA 43, Center-T.Purdum. J.Grant for 57 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on MIA-K.Drake, Illegal Block Above the Waist, 10 yards, enforced at MIA 46."
174,15,T.Gabriel,Taylor Gabriel,ATL,WR,20.33,13,reception,0,0,2016,REG,9,2016110300,3013,3,06:29,(6:29) M.Ryan pass short right to T.Gabriel pushed ob at TB 45 for 13 yards (J.Adjei-Barimah).
175,16,D.Baldwin,Doug Baldwin,SEA,WR,20.31,50,reception,0,0,2016,REG,9,2016110700,226,1,12:58,(12:58) R.Wilson pass deep middle to D.Baldwin to BUF 3 for 50 yards (R.Darby).
176,17,D.Harris,DuJuan Harris,SF,RB,20.29,47,reception,1,0,2016,REG,9,2016110608,1725,2,06:07,"(6:07) (No Huddle, Shotgun) C.Kaepernick pass short right to D.Harris for 47 yards, TOUCHDOWN. Caught at SF 49.   51-yds  YAC"
177,18,A.Holmes,Andre Holmes,OAK,WR,20.17,11,reception,0,0,2016,REG,9,2016110600,846,1,03:35,(3:35) D.Kirkland reported in as eligible.  D.Carr pass short left to A.Holmes ran ob at DEN 46 for 11 yards.
178,19,T.Gabriel,Taylor Gabriel,ATL,WR,20.07,9,rush,1,0,2016,REG,9,2016110300,1984,2,04:01,"(4:01) T.Gabriel right end for 9 yards, TOUCHDOWN."
179,20,D.Sproles,Darren Sproles,PHI,RB,19.96,66,punt ret,0,0,2016,REG,9,2016110606,1670,2,05:42,"(5:42) B.Wing punts 55 yards to PHI 19, Center-Z.DeOssie. D.Sproles pushed ob at NYG 15 for 66 yards (K.Robinson)."
180,1,B.Cunningham,Benny Cunningham,LA,RB,21.85,24,rush,0,0,2016,REG,10,2016111304,213,1,11:34,(11:34) B.Cunningham right end pushed ob at NYJ 1 for 24 yards (M.Gilchrist).
181,2,D.Murray,DeMarco Murray,TEN,RB,21.44,75,rush,1,0,2016,REG,10,2016111307,177,1,13:28,"(13:28) D.Murray left tackle for 75 yards, TOUCHDOWN."
182,3,B.Perriman,Breshad Perriman,BAL,WR,21.25,25,reception,0,0,2016,REG,10,2016111000,2804,3,03:59,"(3:59) (No Huddle, Shotgun) J.Flacco pass short middle to B.Perriman to CLE 14 for 25 yards (E.Reynolds) [J.Meder]."
183,4,A.Erickson,Alex Erickson,CIN,WR,21.25,84,kickoff ret,0,0,2016,REG,10,2016111400,2154,3,,R.Gould kicks 62 yards from NYG 35 to CIN 3. A.Erickson to NYG 13 for 84 yards (C.Sensabaugh).
184,5,R.Anderson,Robby Anderson,NYJ,WR,21.09,52,reception,0,0,2016,REG,10,2016111304,768,1,01:05,(1:05) (Shotgun) B.Petty pass deep left to R.Anderson pushed ob at LA 46 for 52 yards (E.Gaines).
185,6,J.Ajayi,Jay Ajayi,MIA,RB,20.97,40,rush,0,0,2016,REG,10,2016111309,1844,3,14:29,(14:29) J.Ajayi left end pushed ob at SD 30 for 40 yards (A.Phillips).
186,7,E.Elliott,Ezekiel Elliott,DAL,RB,20.93,32,rush,1,0,2016,REG,10,2016111311,4243,4,00:15,"(:15) J.Looney reported in as eligible.  E.Elliott up the middle for 32 yards, TOUCHDOWN."
187,8,T.Gabriel,Taylor Gabriel,ATL,WR,20.8,76,reception,1,0,2016,REG,10,2016111305,2798,4,13:25,"(13:25) M.Ryan pass deep right to T.Gabriel for 76 yards, TOUCHDOWN."
188,9,C.Newton,Cam Newton,CAR,QB,20.6,28,rush,0,0,2016,REG,10,2016111301,102,1,13:32,(13:32) C.Newton left end pushed ob at KC 41 for 28 yards (R.Parker). Chris Scott reported as eligible
189,10,Q.Patton,Quinton Patton,SF,WR,20.52,45,reception,0,0,2016,REG,10,2016111310,2808,3,10:56,(10:56) (Shotgun) C.Kaepernick pass deep middle to Q.Patton to ARI 35 for 45 yards (J.Bethel).
190,11,M.Wallace,Mike Wallace,BAL,WR,20.48,23,reception,0,0,2016,REG,10,2016111000,2606,3,08:09,"(8:09) (No Huddle, Shotgun) J.Flacco pass short middle to M.Wallace ran ob at CLE 14 for 23 yards (B.Boddy-Calhoun)."
191,12,E.Elliott,Ezekiel Elliott,DAL,RB,20.39,83,reception,1,0,2016,REG,10,2016111311,982,1,00:27,"(:27) D.Prescott pass short right to E.Elliott for 83 yards, TOUCHDOWN."
192,13,T.Hill,Tyreek Hill,KC,WR,20.09,21,punt ret,0,0,2016,REG,10,2016111301,3508,4,07:49,"(7:49) G.Gano punts 43 yards to KC 30, Center-J.Jansen. T.Hill to CAR 49 for 21 yards (G.Gano)."
193,14,M.Floyd,Michael Floyd,ARI,WR,20.03,35,reception,0,0,2016,REG,10,2016111310,425,1,09:16,(9:16) C.Palmer pass deep right to M.Floyd to ARI 44 for 35 yards (E.Reid).
194,15,A.Brown,Antonio Brown,PIT,WR,20,22,punt ret,0,0,2016,REG,10,2016111311,3427,4,11:09,"(11:09) (Punt formation) C.Jones punts 48 yards to PIT 32, Center-L.Ladouceur. A.Brown pushed ob at DAL 46 for 22 yards (C.Jones)."
195,16,K.Britt,Kenny Britt,LA,WR,19.98,46,reception,0,1,2016,REG,10,2016111304,1025,2,12:31,"(12:31) (Shotgun) C.Keenum pass deep left to K.Britt to NYJ 38 for 46 yards (D.Revis) [S.Richardson]. PENALTY on LA-K.Britt, Delay of Game, 5 yards, enforced at NYJ 38."
196,17,L.Miller,Lamar Miller,HOU,RB,19.96,45,rush,0,0,2016,REG,10,2016111302,729,1,01:49,(1:49) L.Miller right guard to JAX 1 for 45 yards (M.Jack).
197,18,J.Jones,Julio Jones,ATL,WR,19.86,29,reception,0,0,2016,REG,10,2016111305,904,2,12:00,(12:00) M.Ryan pass deep left to J.Jones ran ob at PHI 26 for 29 yards [M.Kendricks].
198,19,M.Lee,Marqise Lee,JAX,WR,19.86,6,rush,0,0,2016,REG,10,2016111302,292,1,10:15,(10:15) M.Lee right end ran ob at JAX 42 for 6 yards (K.Jackson).
199,20,C.Meredith,Cameron Meredith,CHI,WR,19.78,50,reception,1,0,2016,REG,10,2016111306,2073,2,00:05,"(:05) (Shotgun) J.Cutler pass deep left to C.Meredith for 50 yards, TOUCHDOWN."
200,1,X.Rhodes,Xavier Rhodes,MIN,CB,22.4,100,int,1,0,2016,REG,11,2016112006,1622,2,03:23,"(3:23) (Shotgun) C.Palmer pass short left intended for Jo.Brown INTERCEPTED by X.Rhodes at MIN 0. X.Rhodes for 100 yards, TOUCHDOWN."
201,2,C.Patterson,Cordarrelle Patterson,MIN,WR,21.48,104,kickoff ret,1,0,2016,REG,11,2016112006,2021,3,,"C.Catanzaro kicks 69 yards from ARI 35 to MIN -4. C.Patterson for 104 yards, TOUCHDOWN."
202,3,T.Ginn,Ted Ginn,CAR,WR,21.31,40,reception,1,0,2016,REG,11,2016111700,2123,2,00:23,"(:23) (Shotgun) C.Newton pass incomplete deep middle to T.Ginn [N.Fairley]. The Replay Official reviewed the incomplete pass ruling, and the play was REVERSED. (Shotgun) C.Newton pass deep middle to T.Ginn for 40 yards, TOUCHDOWN [N.Fairley]."
203,4,R.Sherman,Richard Sherman,SEA,CB,21.23,0,int,0,0,2016,REG,11,2016112010,2620,3,09:56,(9:56) I.Seumalo reported in as eligible.  C.Wentz pass deep middle intended for B.Treggs INTERCEPTED by R.Sherman [J.Reed] at SEA 41. R.Sherman to SEA 41 for no gain (B.Treggs).
204,5,L.Miller,Lamar Miller,HOU,RB,21.21,33,rush,0,0,2016,REG,11,2016112100,1209,2,09:44,"(9:44) L.Miller right end for 34 yards, TOUCHDOWN. The Replay Official reviewed the runner was in bounds ruling, and the play was REVERSED. L.Miller right end pushed ob at OAK 1 for 33 yards (K.Joseph)."
205,6,C.Prosise,C.J. Prosise,SEA,RB,21.19,72,rush,1,0,2016,REG,11,2016112010,402,1,11:14,"(11:14) C.Prosise right guard for 72 yards, TOUCHDOWN."
206,7,T.Hill,Tyreek Hill,KC,WR,21.05,42,reception,0,0,2016,REG,11,2016112005,1396,2,04:11,(4:11) (Shotgun) A.Smith pass deep right to T.Hill pushed ob at TB 38 for 42 yards (A.Verner).
207,8,T.Gurley,Todd Gurley,LA,RB,20.72,24,rush,1,0,2016,REG,11,2016112008,397,1,09:54,"(9:54) T.Gurley right guard for 24 yards, TOUCHDOWN."
208,9,L.Kuechly,Luke Kuechly,CAR,MLB,20.7,58,misc,0,1,2016,REG,11,2016111700,2080,2,00:39,"(:39) W.Lutz 38 yard field goal is BLOCKED (V.Butler), Center-J.Drescher, Holder-T.Morstead, RECOVERED by CAR-L.Kuechly at CAR 12. L.Kuechly for 88 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on CAR-J.Bradberry, Illegal Block Above the Waist, 10 yards, enforced at NO 30."
209,10,A.Roberts,Andre Roberts,DET,WR,20.6,55,punt ret,1,0,2016,REG,11,2016112003,1331,2,11:31,"(11:31) B.Nortman punts 47 yards to DET 45, Center-C.Tinker. A.Roberts for 55 yards, TOUCHDOWN."
210,11,J.Brown,John Brown,ARI,WR,20.54,32,punt ret,0,0,2016,REG,11,2016112006,3643,4,06:10,"(6:10) (Punt formation) J.Locke punts 50 yards to ARI 21, Center-K.McDermott. Jo.Brown pushed ob at MIN 47 for 32 yards (J.Locke)."
211,12,T.Sharpe,Tajae Sharpe,TEN,WR,20.54,34,reception,1,0,2016,REG,11,2016112004,2610,3,06:43,"(6:43) (Run formation) D.Kelly reported in as eligible.  M.Mariota pass deep middle to T.Sharpe for 34 yards, TOUCHDOWN."
212,13,M.Wallace,Mike Wallace,BAL,WR,20.45,13,rush,0,0,2016,REG,11,2016112002,162,1,12:34,(12:34) M.Wallace left end pushed ob at BAL 47 for 13 yards (J.Wilcox).
213,14,D.Baldwin,Doug Baldwin,SEA,WR,20.43,44,reception,0,0,2016,REG,11,2016112010,1664,2,05:32,(5:32) R.Wilson pass deep right to D.Baldwin to PHI 33 for 44 yards (M.Jenkins).
214,15,J.Olawale,Jamize Olawale,OAK,FB,20.39,75,reception,1,0,2016,REG,11,2016112100,3153,4,10:57,"(10:57) D.Carr pass deep right to J.Olawale for 75 yards, TOUCHDOWN."
215,16,B.Tate,Brandon Tate,BUF,WR,20.39,34,reception,0,0,2016,REG,11,2016112000,3006,3,01:58,(1:58) (Shotgun) T.Taylor pass short middle to B.Tate ran ob at CIN 29 for 34 yards (V.Burfict).
216,17,T.Hilton,T.Y. Hilton,IND,WR,20.37,50,reception,0,0,2016,REG,11,2016112004,3219,4,12:14,"(12:14) (Run formation) A.Luck pass deep right to T.Hilton pushed ob at TEN 25 for 50 yards (D.Stafford). Penalty on TEN-P.Cox, Illegal Use of Hands, declined."
217,18,F.Gore,Frank Gore,IND,RB,20.35,49,reception,0,0,2016,REG,11,2016112004,689,1,03:46,(3:46) (Run formation) Direct snap to F.Gore.  A.Luck pass short left to F.Gore pushed ob at TEN 5 for 49 yards (A.Williamson).
218,19,C.Patterson,Cordarrelle Patterson,MIN,WR,20.27,30,reception,0,0,2016,REG,11,2016112006,1173,2,08:48,(8:48) (Shotgun) S.Bradford pass short left to C.Patterson pushed ob at ARI 36 for 30 yards (D.Bucannon).
219,20,J.Matthews,Jordan Matthews,PHI,WR,20.25,26,reception,0,0,2016,REG,11,2016112010,3763,4,07:15,(7:15) C.Wentz pass deep left to J.Matthews ran ob at SEA 40 for 26 yards (S.Terrell).
220,1,T.Hill,Tyreek Hill,KC,WR,22.77,86,kickoff ret,1,0,2016,REG,12,2016112709,1526,2,,"R.Dixon kicks 66 yards from DEN 20 to KC 14. T.Hill for 86 yards, TOUCHDOWN."
221,2,L.McCoy,LeSean McCoy,BUF,RB,21.87,75,rush,1,0,2016,REG,12,2016112702,2222,3,15:00,"(15:00) (Shotgun) L.McCoy up the middle for 75 yards, TOUCHDOWN."
222,3,T.Ginn,Ted Ginn,CAR,WR,21.83,88,reception,1,0,2016,REG,12,2016112710,2641,3,07:53,"(7:53) (Shotgun) C.Newton pass deep middle to T.Ginn for 88 yards, TOUCHDOWN."
223,4,S.Watkins,Sammy Watkins,BUF,WR,21.4,62,reception,0,0,2016,REG,12,2016112702,2888,3,04:34,(4:34) T.Taylor pass deep right to S.Watkins pushed ob at JAX 13 for 62 yards (J.Ramsey). Caught along sideline at JAX 27.
224,5,M.Wallace,Mike Wallace,BAL,WR,21.21,31,reception,0,0,2016,REG,12,2016112701,1694,2,03:12,(3:12) J.Flacco pass short middle to M.Wallace pushed ob at CIN 40 for 31 yards (J.Shaw).
225,6,E.Sanders,Emmanuel Sanders,DEN,WR,21.07,35,reception,1,0,2016,REG,12,2016112709,3400,4,07:53,"(7:53) T.Siemian pass deep left to E.Sanders for 35 yards, TOUCHDOWN. Penalty on KC-R.Parker, Illegal Contact, declined."
226,7,D.Jackson,DeSean Jackson,WAS,WR,21.03,67,reception,1,0,2016,REG,12,2016112401,3144,4,09:32,"(9:32) (Shotgun) K.Cousins pass deep right to D.Jackson for 67 yards, TOUCHDOWN. Pass complete on a ""stop and go"" route."
227,8,B.Fowler,Bennie Fowler,DEN,WR,20.99,76,reception,1,0,2016,REG,12,2016112709,3792,4,03:12,"(3:12) T.Siemian pass deep left to B.Fowler for 76 yards, TOUCHDOWN."
228,9,D.Thomas,De'Anthony Thomas,KC,WR,20.7,41,kickoff ret,0,0,2016,REG,12,2016112709,4653,5,,B.McManus kicks 71 yards from DEN 35 to KC -6. D.Thomas pushed ob at KC 35 for 41 yards (B.McManus).
229,10,W.Fuller,Will Fuller,HOU,WR,20.66,33,reception,0,0,2016,REG,12,2016112705,940,2,13:05,"(13:05) (Shotgun) B.Osweiler pass deep right to W.Fuller pushed ob at SD 6 for 33 yards (C.Mager) [K.Toomer]. Penalty on SD-J.Bosa, Defensive Offside, declined."
230,11,K.Drake,Kenyan Drake,MIA,RB,20.56,78,kickoff ret,0,0,2016,REG,12,2016112706,2216,3,,P.Dawson kicks 67 yards from SF 35 to MIA -2. K.Drake pushed ob at SF 24 for 78 yards (J.Tartt).
231,12,B.Treggs,Bryce Treggs,PHI,WR,20.56,3,rush,0,0,2016,REG,12,2016112800,429,1,06:59,(6:59) B.Treggs right end pushed ob at GB 43 for 3 yards (M.Burnett).
232,13,T.Gabriel,Taylor Gabriel,ATL,WR,20.54,27,rush,0,0,2016,REG,12,2016112700,914,2,12:52,(12:52) T.Gabriel left end pushed ob at ARI 48 for 27 yards (M.Cooper).
